
{LOG }: Start Time = 2021/06/08 12:07:25 

[ 2021/06/08 12:07:25 ]   Chache: IPfile init 464 ip in ../res/dnsrelay.txt
[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:40 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:46582 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:3 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:40323 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:5 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:13694 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:6 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:48611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:8 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:49709 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:35 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:49709 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:9 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:57768 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:34 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:57768 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54038 -id 57768 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:13 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:36802 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:11 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:10577 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:30 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:36763 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:7 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:36763 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:51108 -id 36763 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55444 -id 36763 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:15 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:3130 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:42 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:3130 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53374 -id 3130 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:21 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:59251 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:37 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:59251 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:16 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:41852 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:20 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:17677 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:19 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:54565 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61688 -id 54565 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52819 -id 54565 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:23 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:45972 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:49 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:45972 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:59662 -id 45972 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:46 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:14033 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:25 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:14033 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52151 -id 14033 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:48 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:63004 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:4 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:13694 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:62358 -id 13694 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:24 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:50480 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:14 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:40323 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:47 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:42530 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:27 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:42530 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:50 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:3008 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:29 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:3008 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:18 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:46582 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50492 -id 46582 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:62398 -id 46582 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:51692 -id 46582 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50267 -id 46582 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:36 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:36802 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:62597 -id 36802 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:33 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:63783 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:12 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:63783 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:22 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:55696 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:38 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:17677 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:41 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:45543 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:26 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:63004 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52554 -id 63004 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:39 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:41852 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50853 -id 41852 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:63626 -id 41852 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54538 -id 41852 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:43 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:54565 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52599 -id 54565 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:44 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:55696 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:57087 -id 55696 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:51 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:47730 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:28 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:47730 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49404 -id 47730 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:32 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:10577 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:59415 -id 10577 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:0 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:6296 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:31 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:6296 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54860 -id 6296 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:2 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:48611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49520 -id 48611 [error: 10054] 

[ 2021/06/08 12:08:45 ]   ==>>Recv [ id:17 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:45 ]   <<==Send back it as [ id:45543 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:45 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52591 -id 45543 [error: 10054] 

[ 2021/06/08 12:08:46 ]   ==>>Recv [ id:45 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:46 ]   <<==Send back it as [ id:50480 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:46 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61339 -id 50480 [error: 10054] 

[ 2021/06/08 12:08:46 ]   ==>>Recv [ id:65463 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:08:46 ]   [ id:65463 ] maybe query for tile-serviceweather	microsoftcom from client.

[ 2021/06/08 12:08:46 ]   <<==Change id from 65463 to 0 and send to Server

[ 2021/06/08 12:08:46 ]   ==>>Recv [ id:0 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:08:46 ]   <<==Send back it as [ id:65463 ] to client IP: 127.0.0.1

[ 2021/06/08 12:08:56 ]   ==>>Recv [ id:43251 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:43251 ] maybe query for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 43251 to 0 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:43251 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:43251 ] maybe query for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 43251 to 1 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:43251 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:43251 ] maybe query for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 43251 to 2 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:43251 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:43251 ] maybe query for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 43251 to 3 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:43251 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:43251 ] maybe query for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 43251 to 4 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:58900 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   Chache: Dated url : tile-serviceweather	microsoftcom

[ 2021/06/08 12:09:40 ]   [ id:58900 ] maybe query for tile-serviceweather	microsoftcom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 58900 to 5 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:44891 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:44891 ] maybe query for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 44891 to 6 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:58900 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:58900 ] maybe query for tile-serviceweather	microsoftcom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 58900 to 7 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:44891 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:44891 ] maybe query for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 44891 to 8 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:58900 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:58900 ] maybe query for tile-serviceweather	microsoftcom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 58900 to 9 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:44891 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:44891 ] maybe query for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 44891 to 10 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:58900 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:58900 ] maybe query for tile-serviceweather	microsoftcom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 58900 to 11 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:44891 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:44891 ] maybe query for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 44891 to 12 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:58900 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:58900 ] maybe query for tile-serviceweather	microsoftcom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 58900 to 13 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:44891 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:44891 ] maybe query for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 44891 to 14 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:41217 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:41217 ] maybe query for dnsmsftncsicom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 41217 to 15 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:41217 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:41217 ] maybe query for dnsmsftncsicom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 41217 to 16 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:41217 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:41217 ] maybe query for dnsmsftncsicom from client.

[ 2021/06/08 12:09:40 ]   <<==Change id from 41217 to 17 and send to Server

[ 2021/06/08 12:09:40 ]   ==>>Recv [ id:17163 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:40 ]   [ id:17163 ] maybe query for safebrowsing
googleapiscom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 17163 to 18 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:17163 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:41 ]   [ id:17163 ] maybe query for safebrowsing
googleapiscom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 17163 to 19 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:41217 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:41 ]   [ id:41217 ] maybe query for dnsmsftncsicom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 41217 to 20 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:17163 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:41 ]   [ id:17163 ] maybe query for safebrowsing
googleapiscom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 17163 to 21 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:17163 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:41 ]   [ id:17163 ] maybe query for safebrowsing
googleapiscom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 17163 to 22 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:41217 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:41 ]   [ id:41217 ] maybe query for dnsmsftncsicom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 41217 to 23 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:17163 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:09:41 ]   [ id:17163 ] maybe query for safebrowsing
googleapiscom from client.

[ 2021/06/08 12:09:41 ]   <<==Change id from 17163 to 24 and send to Server

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:5 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:58900 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:7 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:58900 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:9 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:58900 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:11 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:58900 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:13 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:58900 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:15 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:41217 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:16 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:41217 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:17 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:41217 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:18 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:17163 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:19 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:17163 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:20 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:41217 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:21 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:17163 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:22 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:17163 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:0 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:43251 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:1 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:43251 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:3 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:43251 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:23 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:09:41 ]   <<==Send back it as [ id:41217 ] to client IP: 127.0.0.1

[ 2021/06/08 12:09:41 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50161 -id 41217 [error: 10054] 

[ 2021/06/08 12:09:41 ]   ==>>Recv [ id:24 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

